maxD_in,tOff_in,sdD_in,constant_in
10,2000,1.0,4.5000000000000003e-07
10,2000,1.0,5.6e-07
10,2000,1.0,6.7e-07
10,2000,1.0,7.8e-07
10,2000,1.0,8.900000000000001e-07
10,2000,1.0,1e-06
10,2000,10.75,1e-08
10,2000,10.75,1.2000000000000002e-07
10,2000,10.75,2.3000000000000002e-07
10,2000,10.75,3.4000000000000003e-07
10,2000,10.75,4.5000000000000003e-07
10,2000,10.75,5.6e-07
10,2000,10.75,6.7e-07
10,2000,10.75,7.8e-07
10,2000,10.75,8.900000000000001e-07
10,2000,10.75,1e-06
10,2000,20.5,1e-08
10,2000,20.5,1.2000000000000002e-07
10,2000,20.5,2.3000000000000002e-07
10,2000,20.5,3.4000000000000003e-07
10,2000,20.5,4.5000000000000003e-07
10,2000,20.5,5.6e-07
10,2000,20.5,6.7e-07
10,2000,20.5,7.8e-07
10,2000,20.5,8.900000000000001e-07
10,2000,20.5,1e-06
10,2000,30.25,1e-08
10,2000,30.25,1.2000000000000002e-07
10,2000,30.25,2.3000000000000002e-07
10,2000,30.25,3.4000000000000003e-07
10,2000,30.25,4.5000000000000003e-07
10,2000,30.25,5.6e-07
10,2000,30.25,6.7e-07
10,2000,30.25,7.8e-07
10,2000,30.25,8.900000000000001e-07
10,2000,30.25,1e-06
10,2000,40.0,1e-08
10,2000,40.0,1.2000000000000002e-07
10,2000,40.0,2.3000000000000002e-07
10,2000,40.0,3.4000000000000003e-07
10,2000,40.0,4.5000000000000003e-07
10,2000,40.0,5.6e-07
10,2000,40.0,6.7e-07
10,2000,40.0,7.8e-07
10,2000,40.0,8.900000000000001e-07
10,2000,40.0,1e-06
10,2333,1.0,1e-08
10,2333,1.0,1.2000000000000002e-07
10,2333,1.0,2.3000000000000002e-07
10,2333,1.0,3.4000000000000003e-07
10,2333,1.0,4.5000000000000003e-07
10,2333,1.0,5.6e-07
10,2333,1.0,6.7e-07
10,2333,1.0,7.8e-07
10,2333,1.0,8.900000000000001e-07
10,2333,1.0,1e-06
10,2333,10.75,1e-08
10,2333,10.75,1.2000000000000002e-07
10,2333,10.75,2.3000000000000002e-07
10,2333,10.75,3.4000000000000003e-07
10,2333,10.75,4.5000000000000003e-07
10,2333,10.75,5.6e-07
10,2333,10.75,6.7e-07
10,2333,10.75,7.8e-07
10,2333,10.75,8.900000000000001e-07
10,2333,10.75,1e-06
10,2333,20.5,1e-08
10,2333,20.5,1.2000000000000002e-07
10,2333,20.5,2.3000000000000002e-07
10,2333,20.5,3.4000000000000003e-07
10,2333,20.5,4.5000000000000003e-07
10,2333,20.5,5.6e-07
10,2333,20.5,6.7e-07
10,2333,20.5,7.8e-07
10,2333,20.5,8.900000000000001e-07
10,2333,20.5,1e-06
10,2333,30.25,1e-08
10,2333,30.25,1.2000000000000002e-07
10,2333,30.25,2.3000000000000002e-07
10,2333,30.25,3.4000000000000003e-07
10,2333,30.25,4.5000000000000003e-07
10,2333,30.25,5.6e-07
10,2333,30.25,6.7e-07
10,2333,30.25,7.8e-07
10,2333,30.25,8.900000000000001e-07
10,2333,30.25,1e-06
10,2333,40.0,1e-08
10,2333,40.0,1.2000000000000002e-07
10,2333,40.0,2.3000000000000002e-07
10,2333,40.0,3.4000000000000003e-07
10,2333,40.0,4.5000000000000003e-07
10,2333,40.0,5.6e-07
10,2333,40.0,6.7e-07
10,2333,40.0,7.8e-07
10,2333,40.0,8.900000000000001e-07
10,2333,40.0,1e-06
10,2666,1.0,1e-08
10,2666,1.0,1.2000000000000002e-07
10,2666,1.0,2.3000000000000002e-07
10,2666,1.0,3.4000000000000003e-07
10,2666,1.0,4.5000000000000003e-07
10,2666,1.0,5.6e-07
10,2666,1.0,6.7e-07
10,2666,1.0,7.8e-07
10,2666,1.0,8.900000000000001e-07
10,2666,1.0,1e-06
10,2666,10.75,1e-08
10,2666,10.75,1.2000000000000002e-07
10,2666,10.75,2.3000000000000002e-07
10,2666,10.75,3.4000000000000003e-07
10,2666,10.75,4.5000000000000003e-07
10,2666,10.75,5.6e-07
10,2666,10.75,6.7e-07
10,2666,10.75,7.8e-07
10,2666,10.75,8.900000000000001e-07
10,2666,10.75,1e-06
10,2666,20.5,1e-08
10,2666,20.5,1.2000000000000002e-07
10,2666,20.5,2.3000000000000002e-07
10,2666,20.5,3.4000000000000003e-07
10,2666,20.5,4.5000000000000003e-07
10,2666,20.5,5.6e-07
10,2666,20.5,6.7e-07
10,2666,20.5,7.8e-07
10,2666,20.5,8.900000000000001e-07
10,2666,20.5,1e-06
10,2666,30.25,1e-08
10,2666,30.25,1.2000000000000002e-07
10,2666,30.25,2.3000000000000002e-07
10,2666,30.25,3.4000000000000003e-07
10,2666,30.25,4.5000000000000003e-07
10,2666,30.25,5.6e-07
10,2666,30.25,6.7e-07
10,2666,30.25,7.8e-07
10,2666,30.25,8.900000000000001e-07
10,2666,30.25,1e-06
10,2666,40.0,1e-08
10,2666,40.0,1.2000000000000002e-07
10,2666,40.0,2.3000000000000002e-07
10,2666,40.0,3.4000000000000003e-07
10,2666,40.0,4.5000000000000003e-07
10,2666,40.0,5.6e-07
10,2666,40.0,6.7e-07
10,2666,40.0,7.8e-07
10,2666,40.0,8.900000000000001e-07
10,2666,40.0,1e-06
10,3000,1.0,1e-08
10,3000,1.0,1.2000000000000002e-07
10,3000,1.0,2.3000000000000002e-07
10,3000,1.0,3.4000000000000003e-07
10,3000,1.0,4.5000000000000003e-07
10,3000,1.0,5.6e-07
10,3000,1.0,6.7e-07
10,3000,1.0,7.8e-07
10,3000,1.0,8.900000000000001e-07
10,3000,1.0,1e-06
10,3000,10.75,1e-08
10,3000,10.75,1.2000000000000002e-07
10,3000,10.75,2.3000000000000002e-07
10,3000,10.75,3.4000000000000003e-07
10,3000,10.75,4.5000000000000003e-07
10,3000,10.75,5.6e-07
10,3000,10.75,6.7e-07
10,3000,10.75,7.8e-07
10,3000,10.75,8.900000000000001e-07
10,3000,10.75,1e-06
10,3000,20.5,1e-08
10,3000,20.5,1.2000000000000002e-07
10,3000,20.5,2.3000000000000002e-07
10,3000,20.5,3.4000000000000003e-07
10,3000,20.5,4.5000000000000003e-07
10,3000,20.5,5.6e-07
10,3000,20.5,6.7e-07
10,3000,20.5,7.8e-07
10,3000,20.5,8.900000000000001e-07
10,3000,20.5,1e-06
10,3000,30.25,1e-08
10,3000,30.25,1.2000000000000002e-07
10,3000,30.25,2.3000000000000002e-07
10,3000,30.25,3.4000000000000003e-07
10,3000,30.25,4.5000000000000003e-07
10,3000,30.25,5.6e-07
10,3000,30.25,6.7e-07
10,3000,30.25,7.8e-07
10,3000,30.25,8.900000000000001e-07
10,3000,30.25,1e-06
10,3000,40.0,1e-08
10,3000,40.0,1.2000000000000002e-07
10,3000,40.0,2.3000000000000002e-07
10,3000,40.0,3.4000000000000003e-07
10,3000,40.0,4.5000000000000003e-07
10,3000,40.0,5.6e-07
10,3000,40.0,6.7e-07
10,3000,40.0,7.8e-07
10,3000,40.0,8.900000000000001e-07
10,3000,40.0,1e-06
10,3333,1.0,1e-08
10,3333,1.0,1.2000000000000002e-07
10,3333,1.0,2.3000000000000002e-07
10,3333,1.0,3.4000000000000003e-07
10,3333,1.0,4.5000000000000003e-07
10,3333,1.0,5.6e-07
10,3333,1.0,6.7e-07
10,3333,1.0,7.8e-07
10,3333,1.0,8.900000000000001e-07
10,3333,1.0,1e-06
10,3333,10.75,1e-08
10,3333,10.75,1.2000000000000002e-07
10,3333,10.75,2.3000000000000002e-07
10,3333,10.75,3.4000000000000003e-07
10,3333,10.75,4.5000000000000003e-07
10,3333,10.75,5.6e-07
10,3333,10.75,6.7e-07
10,3333,10.75,7.8e-07
10,3333,10.75,8.900000000000001e-07
10,3333,10.75,1e-06
10,3333,20.5,1e-08
10,3333,20.5,1.2000000000000002e-07
10,3333,20.5,2.3000000000000002e-07
10,3333,20.5,3.4000000000000003e-07
10,3333,20.5,4.5000000000000003e-07
10,3333,20.5,5.6e-07
10,3333,20.5,6.7e-07
10,3333,20.5,7.8e-07
10,3333,20.5,8.900000000000001e-07
10,3333,20.5,1e-06
10,3333,30.25,1e-08
10,3333,30.25,1.2000000000000002e-07
10,3333,30.25,2.3000000000000002e-07
10,3333,30.25,3.4000000000000003e-07
10,3333,30.25,4.5000000000000003e-07
10,3333,30.25,5.6e-07
10,3333,30.25,6.7e-07
10,3333,30.25,7.8e-07
10,3333,30.25,8.900000000000001e-07
10,3333,30.25,1e-06
10,3333,40.0,1e-08
10,3333,40.0,1.2000000000000002e-07
10,3333,40.0,2.3000000000000002e-07
10,3333,40.0,3.4000000000000003e-07
10,3333,40.0,4.5000000000000003e-07
10,3333,40.0,5.6e-07
10,3333,40.0,6.7e-07
10,3333,40.0,7.8e-07
10,3333,40.0,8.900000000000001e-07
10,3333,40.0,1e-06
10,3666,1.0,1e-08
10,3666,1.0,1.2000000000000002e-07
10,3666,1.0,2.3000000000000002e-07
10,3666,1.0,3.4000000000000003e-07
10,3666,1.0,4.5000000000000003e-07
10,3666,1.0,5.6e-07
10,3666,1.0,6.7e-07
10,3666,1.0,7.8e-07
10,3666,1.0,8.900000000000001e-07
10,3666,1.0,1e-06
10,3666,10.75,1e-08
10,3666,10.75,1.2000000000000002e-07
10,3666,10.75,2.3000000000000002e-07
10,3666,10.75,3.4000000000000003e-07
10,3666,10.75,4.5000000000000003e-07
10,3666,10.75,5.6e-07
10,3666,10.75,6.7e-07
10,3666,10.75,7.8e-07
10,3666,10.75,8.900000000000001e-07
10,3666,10.75,1e-06
10,3666,20.5,1e-08
10,3666,20.5,1.2000000000000002e-07
10,3666,20.5,2.3000000000000002e-07
10,3666,20.5,3.4000000000000003e-07
10,3666,20.5,4.5000000000000003e-07
10,3666,20.5,5.6e-07
10,3666,20.5,6.7e-07
10,3666,20.5,7.8e-07
10,3666,20.5,8.900000000000001e-07
10,3666,20.5,1e-06
10,3666,30.25,1e-08
10,3666,30.25,1.2000000000000002e-07
10,3666,30.25,2.3000000000000002e-07
10,3666,30.25,3.4000000000000003e-07
10,3666,30.25,4.5000000000000003e-07
10,3666,30.25,5.6e-07
10,3666,30.25,6.7e-07
10,3666,30.25,7.8e-07
10,3666,30.25,8.900000000000001e-07
10,3666,30.25,1e-06
10,3666,40.0,1e-08
10,3666,40.0,1.2000000000000002e-07
10,3666,40.0,2.3000000000000002e-07
10,3666,40.0,3.4000000000000003e-07
10,3666,40.0,4.5000000000000003e-07
10,3666,40.0,5.6e-07
10,3666,40.0,6.7e-07
10,3666,40.0,7.8e-07
10,3666,40.0,8.900000000000001e-07
10,3666,40.0,1e-06
10,4000,1.0,1e-08
10,4000,1.0,1.2000000000000002e-07
10,4000,1.0,2.3000000000000002e-07
10,4000,1.0,3.4000000000000003e-07
10,4000,1.0,4.5000000000000003e-07
10,4000,1.0,5.6e-07
10,4000,1.0,6.7e-07
10,4000,1.0,7.8e-07
10,4000,1.0,8.900000000000001e-07
10,4000,1.0,1e-06
10,4000,10.75,1e-08
10,4000,10.75,1.2000000000000002e-07
10,4000,10.75,2.3000000000000002e-07
10,4000,10.75,3.4000000000000003e-07
10,4000,10.75,4.5000000000000003e-07
10,4000,10.75,5.6e-07
10,4000,10.75,6.7e-07
10,4000,10.75,7.8e-07
10,4000,10.75,8.900000000000001e-07
10,4000,10.75,1e-06
10,4000,20.5,1e-08
10,4000,20.5,1.2000000000000002e-07
10,4000,20.5,2.3000000000000002e-07
10,4000,20.5,3.4000000000000003e-07
10,4000,20.5,4.5000000000000003e-07
10,4000,20.5,5.6e-07
10,4000,20.5,6.7e-07
10,4000,20.5,7.8e-07
10,4000,20.5,8.900000000000001e-07
10,4000,20.5,1e-06
10,4000,30.25,1e-08
10,4000,30.25,1.2000000000000002e-07
10,4000,30.25,2.3000000000000002e-07
10,4000,30.25,3.4000000000000003e-07
10,4000,30.25,4.5000000000000003e-07
10,4000,30.25,5.6e-07
10,4000,30.25,6.7e-07
10,4000,30.25,7.8e-07
10,4000,30.25,8.900000000000001e-07
10,4000,30.25,1e-06
10,4000,40.0,1e-08
10,4000,40.0,1.2000000000000002e-07
10,4000,40.0,2.3000000000000002e-07
10,4000,40.0,3.4000000000000003e-07
10,4000,40.0,4.5000000000000003e-07
10,4000,40.0,5.6e-07
10,4000,40.0,6.7e-07
10,4000,40.0,7.8e-07
10,4000,40.0,8.900000000000001e-07
10,4000,40.0,1e-06
21,1000,1.0,1e-08
21,1000,1.0,1.2000000000000002e-07
21,1000,1.0,2.3000000000000002e-07
21,1000,1.0,3.4000000000000003e-07
21,1000,1.0,4.5000000000000003e-07
21,1000,1.0,5.6e-07
21,1000,1.0,6.7e-07
21,1000,1.0,7.8e-07
21,1000,1.0,8.900000000000001e-07
21,1000,1.0,1e-06
21,1000,10.75,1e-08
21,1000,10.75,1.2000000000000002e-07
21,1000,10.75,2.3000000000000002e-07
21,1000,10.75,3.4000000000000003e-07
21,1000,10.75,4.5000000000000003e-07
21,1000,10.75,5.6e-07
21,1000,10.75,6.7e-07
21,1000,10.75,7.8e-07
21,1000,10.75,8.900000000000001e-07
21,1000,10.75,1e-06
21,1000,20.5,1e-08
21,1000,20.5,1.2000000000000002e-07
21,1000,20.5,2.3000000000000002e-07
21,1000,20.5,3.4000000000000003e-07
21,1000,20.5,4.5000000000000003e-07
21,1000,20.5,5.6e-07
21,1000,20.5,6.7e-07
21,1000,20.5,7.8e-07
21,1000,20.5,8.900000000000001e-07
21,1000,20.5,1e-06
21,1000,30.25,1e-08
21,1000,30.25,1.2000000000000002e-07
21,1000,30.25,2.3000000000000002e-07
21,1000,30.25,3.4000000000000003e-07
21,1000,30.25,4.5000000000000003e-07
21,1000,30.25,5.6e-07
21,1000,30.25,6.7e-07
21,1000,30.25,7.8e-07
21,1000,30.25,8.900000000000001e-07
21,1000,30.25,1e-06
21,1000,40.0,1e-08
21,1000,40.0,1.2000000000000002e-07
21,1000,40.0,2.3000000000000002e-07
21,1000,40.0,3.4000000000000003e-07
21,1000,40.0,4.5000000000000003e-07
21,1000,40.0,5.6e-07
21,1000,40.0,6.7e-07
21,1000,40.0,7.8e-07
21,1000,40.0,8.900000000000001e-07
21,1000,40.0,1e-06
21,1333,1.0,1e-08
21,1333,1.0,1.2000000000000002e-07
21,1333,1.0,2.3000000000000002e-07
21,1333,1.0,3.4000000000000003e-07
21,1333,1.0,4.5000000000000003e-07
21,1333,1.0,5.6e-07
21,1333,1.0,6.7e-07
21,1333,1.0,7.8e-07
21,1333,1.0,8.900000000000001e-07
21,1333,1.0,1e-06
21,1333,10.75,1e-08
21,1333,10.75,1.2000000000000002e-07
21,1333,10.75,2.3000000000000002e-07
21,1333,10.75,3.4000000000000003e-07
21,1333,10.75,4.5000000000000003e-07
21,1333,10.75,5.6e-07
21,1333,10.75,6.7e-07
21,1333,10.75,7.8e-07
21,1333,10.75,8.900000000000001e-07
21,1333,10.75,1e-06
21,1333,20.5,1e-08
21,1333,20.5,1.2000000000000002e-07
21,1333,20.5,2.3000000000000002e-07
21,1333,20.5,3.4000000000000003e-07
21,1333,20.5,4.5000000000000003e-07
21,1333,20.5,5.6e-07
21,1333,20.5,6.7e-07
21,1333,20.5,7.8e-07
21,1333,20.5,8.900000000000001e-07
21,1333,20.5,1e-06
21,1333,30.25,1e-08
21,1333,30.25,1.2000000000000002e-07
21,1333,30.25,2.3000000000000002e-07
21,1333,30.25,3.4000000000000003e-07
21,1333,30.25,4.5000000000000003e-07
21,1333,30.25,5.6e-07
21,1333,30.25,6.7e-07
21,1333,30.25,7.8e-07
21,1333,30.25,8.900000000000001e-07
21,1333,30.25,1e-06
21,1333,40.0,1e-08
21,1333,40.0,1.2000000000000002e-07
21,1333,40.0,2.3000000000000002e-07
21,1333,40.0,3.4000000000000003e-07
21,1333,40.0,4.5000000000000003e-07
21,1333,40.0,5.6e-07
21,1333,40.0,6.7e-07
21,1333,40.0,7.8e-07
21,1333,40.0,8.900000000000001e-07
21,1333,40.0,1e-06
21,1666,1.0,1e-08
21,1666,1.0,1.2000000000000002e-07
21,1666,1.0,2.3000000000000002e-07
21,1666,1.0,3.4000000000000003e-07
21,1666,1.0,4.5000000000000003e-07
21,1666,1.0,5.6e-07
21,1666,1.0,6.7e-07
21,1666,1.0,7.8e-07
21,1666,1.0,8.900000000000001e-07
21,1666,1.0,1e-06
21,1666,10.75,1e-08
21,1666,10.75,1.2000000000000002e-07
21,1666,10.75,2.3000000000000002e-07
21,1666,10.75,3.4000000000000003e-07
21,1666,10.75,4.5000000000000003e-07
21,1666,10.75,5.6e-07
21,1666,10.75,6.7e-07
21,1666,10.75,7.8e-07
21,1666,10.75,8.900000000000001e-07
21,1666,10.75,1e-06
21,1666,20.5,1e-08
21,1666,20.5,1.2000000000000002e-07
21,1666,20.5,2.3000000000000002e-07
21,1666,20.5,3.4000000000000003e-07
21,1666,20.5,4.5000000000000003e-07
21,1666,20.5,5.6e-07
21,1666,20.5,6.7e-07
21,1666,20.5,7.8e-07
21,1666,20.5,8.900000000000001e-07
21,1666,20.5,1e-06
21,1666,30.25,1e-08
21,1666,30.25,1.2000000000000002e-07
21,1666,30.25,2.3000000000000002e-07
21,1666,30.25,3.4000000000000003e-07
21,1666,30.25,4.5000000000000003e-07
21,1666,30.25,5.6e-07
21,1666,30.25,6.7e-07
21,1666,30.25,7.8e-07
21,1666,30.25,8.900000000000001e-07
21,1666,30.25,1e-06
21,1666,40.0,1e-08
21,1666,40.0,1.2000000000000002e-07
21,1666,40.0,2.3000000000000002e-07
21,1666,40.0,3.4000000000000003e-07
21,1666,40.0,4.5000000000000003e-07
21,1666,40.0,5.6e-07
21,1666,40.0,6.7e-07
21,1666,40.0,7.8e-07
21,1666,40.0,8.900000000000001e-07
21,1666,40.0,1e-06
21,2000,1.0,1e-08
21,2000,1.0,1.2000000000000002e-07
21,2000,1.0,2.3000000000000002e-07
21,2000,1.0,3.4000000000000003e-07
21,2000,1.0,4.5000000000000003e-07
21,2000,1.0,5.6e-07
21,2000,1.0,6.7e-07
21,2000,1.0,7.8e-07
21,2000,1.0,8.900000000000001e-07
21,2000,1.0,1e-06
21,2000,10.75,1e-08
21,2000,10.75,1.2000000000000002e-07
21,2000,10.75,2.3000000000000002e-07
21,2000,10.75,3.4000000000000003e-07
21,2000,10.75,4.5000000000000003e-07
21,2000,10.75,5.6e-07
21,2000,10.75,6.7e-07
21,2000,10.75,7.8e-07
21,2000,10.75,8.900000000000001e-07
21,2000,10.75,1e-06
21,2000,20.5,1e-08
21,2000,20.5,1.2000000000000002e-07
21,2000,20.5,2.3000000000000002e-07
21,2000,20.5,3.4000000000000003e-07
21,2000,20.5,4.5000000000000003e-07
21,2000,20.5,5.6e-07
21,2000,20.5,6.7e-07
21,2000,20.5,7.8e-07
21,2000,20.5,8.900000000000001e-07
21,2000,20.5,1e-06
21,2000,30.25,1e-08
21,2000,30.25,1.2000000000000002e-07
21,2000,30.25,2.3000000000000002e-07
21,2000,30.25,3.4000000000000003e-07
21,2000,30.25,4.5000000000000003e-07
21,2000,30.25,5.6e-07
21,2000,30.25,6.7e-07
21,2000,30.25,7.8e-07
21,2000,30.25,8.900000000000001e-07
21,2000,30.25,1e-06
21,2000,40.0,1e-08
21,2000,40.0,1.2000000000000002e-07
21,2000,40.0,2.3000000000000002e-07
21,2000,40.0,3.4000000000000003e-07
21,2000,40.0,4.5000000000000003e-07
21,2000,40.0,5.6e-07
21,2000,40.0,6.7e-07
21,2000,40.0,7.8e-07
21,2000,40.0,8.900000000000001e-07
21,2000,40.0,1e-06
21,2333,1.0,1e-08
21,2333,1.0,1.2000000000000002e-07
21,2333,1.0,2.3000000000000002e-07
21,2333,1.0,3.4000000000000003e-07
21,2333,1.0,4.5000000000000003e-07
21,2333,1.0,5.6e-07
21,2333,1.0,6.7e-07
21,2333,1.0,7.8e-07
21,2333,1.0,8.900000000000001e-07
21,2333,1.0,1e-06
21,2333,10.75,1e-08
21,2333,10.75,1.2000000000000002e-07
21,2333,10.75,2.3000000000000002e-07
21,2333,10.75,3.4000000000000003e-07
21,2333,10.75,4.5000000000000003e-07
21,2333,10.75,5.6e-07
21,2333,10.75,6.7e-07
21,2333,10.75,7.8e-07
21,2333,10.75,8.900000000000001e-07
21,2333,10.75,1e-06
21,2333,20.5,1e-08
21,2333,20.5,1.2000000000000002e-07
21,2333,20.5,2.3000000000000002e-07
21,2333,20.5,3.4000000000000003e-07
21,2333,20.5,4.5000000000000003e-07
21,2333,20.5,5.6e-07
21,2333,20.5,6.7e-07
21,2333,20.5,7.8e-07
21,2333,20.5,8.900000000000001e-07
21,2333,20.5,1e-06
21,2333,30.25,1e-08
21,2333,30.25,1.2000000000000002e-07
21,2333,30.25,2.3000000000000002e-07
21,2333,30.25,3.4000000000000003e-07
21,2333,30.25,4.5000000000000003e-07
21,2333,30.25,5.6e-07
21,2333,30.25,6.7e-07
21,2333,30.25,7.8e-07
21,2333,30.25,8.900000000000001e-07
21,2333,30.25,1e-06
21,2333,40.0,1e-08
21,2333,40.0,1.2000000000000002e-07
21,2333,40.0,2.3000000000000002e-07
21,2333,40.0,3.4000000000000003e-07
21,2333,40.0,4.5000000000000003e-07
21,2333,40.0,5.6e-07
21,2333,40.0,6.7e-07
21,2333,40.0,7.8e-07
21,2333,40.0,8.900000000000001e-07
21,2333,40.0,1e-06
21,2666,1.0,1e-08
21,2666,1.0,1.2000000000000002e-07
21,2666,1.0,2.3000000000000002e-07
21,2666,1.0,3.4000000000000003e-07
21,2666,1.0,4.5000000000000003e-07
21,2666,1.0,5.6e-07
21,2666,1.0,6.7e-07
21,2666,1.0,7.8e-07
21,2666,1.0,8.900000000000001e-07
21,2666,1.0,1e-06
21,2666,10.75,1e-08
21,2666,10.75,1.2000000000000002e-07
21,2666,10.75,2.3000000000000002e-07
21,2666,10.75,3.4000000000000003e-07
21,2666,10.75,4.5000000000000003e-07
21,2666,10.75,5.6e-07
21,2666,10.75,6.7e-07
21,2666,10.75,7.8e-07
21,2666,10.75,8.900000000000001e-07
21,2666,10.75,1e-06
21,2666,20.5,1e-08
21,2666,20.5,1.2000000000000002e-07
21,2666,20.5,2.3000000000000002e-07
21,2666,20.5,3.4000000000000003e-07
