maxD_in,tOff_in,sdD_in,tOn_in
21,3593,20.5,0.00379269019073225
21,3593,20.5,0.0069519279617756054
21,3593,20.5,0.012742749857031334
21,3593,20.5,0.023357214690901212
21,3593,20.5,0.04281332398719392
21,3593,20.5,0.07847599703514607
21,3593,20.5,0.14384498882876628
21,3593,20.5,0.26366508987303583
21,3593,20.5,0.4832930238571752
21,3593,20.5,0.8858667904100823
21,3593,20.5,1.623776739188721
21,3593,20.5,2.9763514416313193
21,3593,20.5,5.455594781168514
21,3593,20.5,10.0
21,3593,30.25,0.0001
21,3593,30.25,0.00018329807108324357
21,3593,30.25,0.0003359818286283781
21,3593,30.25,0.0006158482110660267
21,3593,30.25,0.0011288378916846883
21,3593,30.25,0.00206913808111479
21,3593,30.25,0.00379269019073225
21,3593,30.25,0.0069519279617756054
21,3593,30.25,0.012742749857031334
21,3593,30.25,0.023357214690901212
21,3593,30.25,0.04281332398719392
21,3593,30.25,0.07847599703514607
21,3593,30.25,0.14384498882876628
21,3593,30.25,0.26366508987303583
21,3593,30.25,0.4832930238571752
21,3593,30.25,0.8858667904100823
21,3593,30.25,1.623776739188721
21,3593,30.25,2.9763514416313193
21,3593,30.25,5.455594781168514
21,3593,30.25,10.0
21,3593,40.0,0.0001
21,3593,40.0,0.00018329807108324357
21,3593,40.0,0.0003359818286283781
21,3593,40.0,0.0006158482110660267
21,3593,40.0,0.0011288378916846883
21,3593,40.0,0.00206913808111479
21,3593,40.0,0.00379269019073225
21,3593,40.0,0.0069519279617756054
21,3593,40.0,0.012742749857031334
21,3593,40.0,0.023357214690901212
21,3593,40.0,0.04281332398719392
21,3593,40.0,0.07847599703514607
21,3593,40.0,0.14384498882876628
21,3593,40.0,0.26366508987303583
21,3593,40.0,0.4832930238571752
21,3593,40.0,0.8858667904100823
21,3593,40.0,1.623776739188721
21,3593,40.0,2.9763514416313193
21,3593,40.0,5.455594781168514
21,3593,40.0,10.0
21,5994,1.0,0.0001
21,5994,1.0,0.00018329807108324357
21,5994,1.0,0.0003359818286283781
21,5994,1.0,0.0006158482110660267
21,5994,1.0,0.0011288378916846883
21,5994,1.0,0.00206913808111479
21,5994,1.0,0.00379269019073225
21,5994,1.0,0.0069519279617756054
21,5994,1.0,0.012742749857031334
21,5994,1.0,0.023357214690901212
21,5994,1.0,0.04281332398719392
21,5994,1.0,0.07847599703514607
21,5994,1.0,0.14384498882876628
21,5994,1.0,0.26366508987303583
21,5994,1.0,0.4832930238571752
21,5994,1.0,0.8858667904100823
21,5994,1.0,1.623776739188721
21,5994,1.0,2.9763514416313193
21,5994,1.0,5.455594781168514
21,5994,1.0,10.0
21,5994,10.75,0.0001
21,5994,10.75,0.00018329807108324357
21,5994,10.75,0.0003359818286283781
21,5994,10.75,0.0006158482110660267
21,5994,10.75,0.0011288378916846883
21,5994,10.75,0.00206913808111479
21,5994,10.75,0.00379269019073225
21,5994,10.75,0.0069519279617756054
21,5994,10.75,0.012742749857031334
21,5994,10.75,0.023357214690901212
21,5994,10.75,0.04281332398719392
21,5994,10.75,0.07847599703514607
21,5994,10.75,0.14384498882876628
21,5994,10.75,0.26366508987303583
21,5994,10.75,0.4832930238571752
21,5994,10.75,0.8858667904100823
21,5994,10.75,1.623776739188721
21,5994,10.75,2.9763514416313193
21,5994,10.75,5.455594781168514
21,5994,10.75,10.0
21,5994,20.5,0.0001
21,5994,20.5,0.00018329807108324357
21,5994,20.5,0.0003359818286283781
21,5994,20.5,0.0006158482110660267
21,5994,20.5,0.0011288378916846883
21,5994,20.5,0.00206913808111479
21,5994,20.5,0.00379269019073225
21,5994,20.5,0.0069519279617756054
21,5994,20.5,0.012742749857031334
21,5994,20.5,0.023357214690901212
21,5994,20.5,0.04281332398719392
21,5994,20.5,0.07847599703514607
21,5994,20.5,0.14384498882876628
21,5994,20.5,0.26366508987303583
21,5994,20.5,0.4832930238571752
21,5994,20.5,0.8858667904100823
21,5994,20.5,1.623776739188721
21,5994,20.5,2.9763514416313193
21,5994,20.5,5.455594781168514
21,5994,20.5,10.0
21,5994,30.25,0.0001
21,5994,30.25,0.00018329807108324357
21,5994,30.25,0.0003359818286283781
21,5994,30.25,0.0006158482110660267
21,5994,30.25,0.0011288378916846883
21,5994,30.25,0.00206913808111479
21,5994,30.25,0.00379269019073225
21,5994,30.25,0.0069519279617756054
21,5994,30.25,0.012742749857031334
21,5994,30.25,0.023357214690901212
21,5994,30.25,0.04281332398719392
21,5994,30.25,0.07847599703514607
21,5994,30.25,0.14384498882876628
21,5994,30.25,0.26366508987303583
21,5994,30.25,0.4832930238571752
21,5994,30.25,0.8858667904100823
21,5994,30.25,1.623776739188721
21,5994,30.25,2.9763514416313193
21,5994,30.25,5.455594781168514
21,5994,30.25,10.0
21,5994,40.0,0.0001
21,5994,40.0,0.00018329807108324357
21,5994,40.0,0.0003359818286283781
21,5994,40.0,0.0006158482110660267
21,5994,40.0,0.0011288378916846883
21,5994,40.0,0.00206913808111479
21,5994,40.0,0.00379269019073225
21,5994,40.0,0.0069519279617756054
21,5994,40.0,0.012742749857031334
21,5994,40.0,0.023357214690901212
21,5994,40.0,0.04281332398719392
21,5994,40.0,0.07847599703514607
21,5994,40.0,0.14384498882876628
21,5994,40.0,0.26366508987303583
21,5994,40.0,0.4832930238571752
21,5994,40.0,0.8858667904100823
21,5994,40.0,1.623776739188721
21,5994,40.0,2.9763514416313193
21,5994,40.0,5.455594781168514
21,5994,40.0,10.0
21,10000,1.0,0.0001
21,10000,1.0,0.00018329807108324357
21,10000,1.0,0.0003359818286283781
21,10000,1.0,0.0006158482110660267
21,10000,1.0,0.0011288378916846883
21,10000,1.0,0.00206913808111479
21,10000,1.0,0.00379269019073225
21,10000,1.0,0.0069519279617756054
21,10000,1.0,0.012742749857031334
21,10000,1.0,0.023357214690901212
21,10000,1.0,0.04281332398719392
21,10000,1.0,0.07847599703514607
21,10000,1.0,0.14384498882876628
21,10000,1.0,0.26366508987303583
21,10000,1.0,0.4832930238571752
21,10000,1.0,0.8858667904100823
21,10000,1.0,1.623776739188721
21,10000,1.0,2.9763514416313193
21,10000,1.0,5.455594781168514
21,10000,1.0,10.0
21,10000,10.75,0.0001
21,10000,10.75,0.00018329807108324357
21,10000,10.75,0.0003359818286283781
21,10000,10.75,0.0006158482110660267
21,10000,10.75,0.0011288378916846883
21,10000,10.75,0.00206913808111479
21,10000,10.75,0.00379269019073225
21,10000,10.75,0.0069519279617756054
21,10000,10.75,0.012742749857031334
21,10000,10.75,0.023357214690901212
21,10000,10.75,0.04281332398719392
21,10000,10.75,0.07847599703514607
21,10000,10.75,0.14384498882876628
21,10000,10.75,0.26366508987303583
21,10000,10.75,0.4832930238571752
21,10000,10.75,0.8858667904100823
21,10000,10.75,1.623776739188721
21,10000,10.75,2.9763514416313193
21,10000,10.75,5.455594781168514
21,10000,10.75,10.0
21,10000,20.5,0.0001
21,10000,20.5,0.00018329807108324357
21,10000,20.5,0.0003359818286283781
21,10000,20.5,0.0006158482110660267
21,10000,20.5,0.0011288378916846883
21,10000,20.5,0.00206913808111479
21,10000,20.5,0.00379269019073225
21,10000,20.5,0.0069519279617756054
21,10000,20.5,0.012742749857031334
21,10000,20.5,0.023357214690901212
21,10000,20.5,0.04281332398719392
21,10000,20.5,0.07847599703514607
21,10000,20.5,0.14384498882876628
21,10000,20.5,0.26366508987303583
21,10000,20.5,0.4832930238571752
21,10000,20.5,0.8858667904100823
21,10000,20.5,1.623776739188721
21,10000,20.5,2.9763514416313193
21,10000,20.5,5.455594781168514
21,10000,20.5,10.0
21,10000,30.25,0.0001
21,10000,30.25,0.00018329807108324357
21,10000,30.25,0.0003359818286283781
21,10000,30.25,0.0006158482110660267
21,10000,30.25,0.0011288378916846883
21,10000,30.25,0.00206913808111479
21,10000,30.25,0.00379269019073225
21,10000,30.25,0.0069519279617756054
21,10000,30.25,0.012742749857031334
21,10000,30.25,0.023357214690901212
21,10000,30.25,0.04281332398719392
21,10000,30.25,0.07847599703514607
21,10000,30.25,0.14384498882876628
21,10000,30.25,0.26366508987303583
21,10000,30.25,0.4832930238571752
21,10000,30.25,0.8858667904100823
21,10000,30.25,1.623776739188721
21,10000,30.25,2.9763514416313193
21,10000,30.25,5.455594781168514
21,10000,30.25,10.0
21,10000,40.0,0.0001
21,10000,40.0,0.00018329807108324357
21,10000,40.0,0.0003359818286283781
21,10000,40.0,0.0006158482110660267
21,10000,40.0,0.0011288378916846883
21,10000,40.0,0.00206913808111479
21,10000,40.0,0.00379269019073225
21,10000,40.0,0.0069519279617756054
21,10000,40.0,0.012742749857031334
21,10000,40.0,0.023357214690901212
21,10000,40.0,0.04281332398719392
21,10000,40.0,0.07847599703514607
21,10000,40.0,0.14384498882876628
21,10000,40.0,0.26366508987303583
21,10000,40.0,0.4832930238571752
21,10000,40.0,0.8858667904100823
21,10000,40.0,1.623776739188721
21,10000,40.0,2.9763514416313193
21,10000,40.0,5.455594781168514
21,10000,40.0,10.0
46,100,1.0,0.0001
46,100,1.0,0.00018329807108324357
46,100,1.0,0.0003359818286283781
46,100,1.0,0.0006158482110660267
46,100,1.0,0.0011288378916846883
46,100,1.0,0.00206913808111479
46,100,1.0,0.00379269019073225
46,100,1.0,0.0069519279617756054
46,100,1.0,0.012742749857031334
46,100,1.0,0.023357214690901212
46,100,1.0,0.04281332398719392
46,100,1.0,0.07847599703514607
46,100,1.0,0.14384498882876628
46,100,1.0,0.26366508987303583
46,100,1.0,0.4832930238571752
46,100,1.0,0.8858667904100823
46,100,1.0,1.623776739188721
46,100,1.0,2.9763514416313193
46,100,1.0,5.455594781168514
46,100,1.0,10.0
46,100,10.75,0.0001
46,100,10.75,0.00018329807108324357
46,100,10.75,0.0003359818286283781
46,100,10.75,0.0006158482110660267
46,100,10.75,0.0011288378916846883
46,100,10.75,0.00206913808111479
46,100,10.75,0.00379269019073225
46,100,10.75,0.0069519279617756054
46,100,10.75,0.012742749857031334
46,100,10.75,0.023357214690901212
46,100,10.75,0.04281332398719392
46,100,10.75,0.07847599703514607
46,100,10.75,0.14384498882876628
46,100,10.75,0.26366508987303583
46,100,10.75,0.4832930238571752
46,100,10.75,0.8858667904100823
46,100,10.75,1.623776739188721
46,100,10.75,2.9763514416313193
46,100,10.75,5.455594781168514
46,100,10.75,10.0
46,100,20.5,0.0001
46,100,20.5,0.00018329807108324357
46,100,20.5,0.0003359818286283781
46,100,20.5,0.0006158482110660267
46,100,20.5,0.0011288378916846883
46,100,20.5,0.00206913808111479
46,100,20.5,0.00379269019073225
46,100,20.5,0.0069519279617756054
46,100,20.5,0.012742749857031334
46,100,20.5,0.023357214690901212
46,100,20.5,0.04281332398719392
46,100,20.5,0.07847599703514607
46,100,20.5,0.14384498882876628
46,100,20.5,0.26366508987303583
46,100,20.5,0.4832930238571752
46,100,20.5,0.8858667904100823
46,100,20.5,1.623776739188721
46,100,20.5,2.9763514416313193
46,100,20.5,5.455594781168514
46,100,20.5,10.0
46,100,30.25,0.0001
46,100,30.25,0.00018329807108324357
46,100,30.25,0.0003359818286283781
46,100,30.25,0.0006158482110660267
46,100,30.25,0.0011288378916846883
46,100,30.25,0.00206913808111479
46,100,30.25,0.00379269019073225
46,100,30.25,0.0069519279617756054
46,100,30.25,0.012742749857031334
46,100,30.25,0.023357214690901212
46,100,30.25,0.04281332398719392
46,100,30.25,0.07847599703514607
46,100,30.25,0.14384498882876628
46,100,30.25,0.26366508987303583
46,100,30.25,0.4832930238571752
46,100,30.25,0.8858667904100823
46,100,30.25,1.623776739188721
46,100,30.25,2.9763514416313193
46,100,30.25,5.455594781168514
46,100,30.25,10.0
46,100,40.0,0.0001
46,100,40.0,0.00018329807108324357
46,100,40.0,0.0003359818286283781
46,100,40.0,0.0006158482110660267
46,100,40.0,0.0011288378916846883
46,100,40.0,0.00206913808111479
46,100,40.0,0.00379269019073225
46,100,40.0,0.0069519279617756054
46,100,40.0,0.012742749857031334
46,100,40.0,0.023357214690901212
46,100,40.0,0.04281332398719392
46,100,40.0,0.07847599703514607
46,100,40.0,0.14384498882876628
46,100,40.0,0.26366508987303583
46,100,40.0,0.4832930238571752
46,100,40.0,0.8858667904100823
46,100,40.0,1.623776739188721
46,100,40.0,2.9763514416313193
46,100,40.0,5.455594781168514
46,100,40.0,10.0
46,166,1.0,0.0001
46,166,1.0,0.00018329807108324357
46,166,1.0,0.0003359818286283781
46,166,1.0,0.0006158482110660267
46,166,1.0,0.0011288378916846883
46,166,1.0,0.00206913808111479
46,166,1.0,0.00379269019073225
46,166,1.0,0.0069519279617756054
46,166,1.0,0.012742749857031334
46,166,1.0,0.023357214690901212
46,166,1.0,0.04281332398719392
46,166,1.0,0.07847599703514607
46,166,1.0,0.14384498882876628
46,166,1.0,0.26366508987303583
46,166,1.0,0.4832930238571752
46,166,1.0,0.8858667904100823
46,166,1.0,1.623776739188721
46,166,1.0,2.9763514416313193
46,166,1.0,5.455594781168514
46,166,1.0,10.0
46,166,10.75,0.0001
46,166,10.75,0.00018329807108324357
46,166,10.75,0.0003359818286283781
46,166,10.75,0.0006158482110660267
46,166,10.75,0.0011288378916846883
46,166,10.75,0.00206913808111479
46,166,10.75,0.00379269019073225
46,166,10.75,0.0069519279617756054
46,166,10.75,0.012742749857031334
46,166,10.75,0.023357214690901212
46,166,10.75,0.04281332398719392
46,166,10.75,0.07847599703514607
46,166,10.75,0.14384498882876628
46,166,10.75,0.26366508987303583
46,166,10.75,0.4832930238571752
46,166,10.75,0.8858667904100823
46,166,10.75,1.623776739188721
46,166,10.75,2.9763514416313193
46,166,10.75,5.455594781168514
46,166,10.75,10.0
46,166,20.5,0.0001
46,166,20.5,0.00018329807108324357
46,166,20.5,0.0003359818286283781
46,166,20.5,0.0006158482110660267
46,166,20.5,0.0011288378916846883
46,166,20.5,0.00206913808111479
46,166,20.5,0.00379269019073225
46,166,20.5,0.0069519279617756054
46,166,20.5,0.012742749857031334
46,166,20.5,0.023357214690901212
46,166,20.5,0.04281332398719392
46,166,20.5,0.07847599703514607
46,166,20.5,0.14384498882876628
46,166,20.5,0.26366508987303583
46,166,20.5,0.4832930238571752
46,166,20.5,0.8858667904100823
46,166,20.5,1.623776739188721
46,166,20.5,2.9763514416313193
46,166,20.5,5.455594781168514
46,166,20.5,10.0
46,166,30.25,0.0001
46,166,30.25,0.00018329807108324357
46,166,30.25,0.0003359818286283781
46,166,30.25,0.0006158482110660267
46,166,30.25,0.0011288378916846883
46,166,30.25,0.00206913808111479
46,166,30.25,0.00379269019073225
46,166,30.25,0.0069519279617756054
46,166,30.25,0.012742749857031334
46,166,30.25,0.023357214690901212
46,166,30.25,0.04281332398719392
46,166,30.25,0.07847599703514607
46,166,30.25,0.14384498882876628
46,166,30.25,0.26366508987303583
46,166,30.25,0.4832930238571752
46,166,30.25,0.8858667904100823
46,166,30.25,1.623776739188721
46,166,30.25,2.9763514416313193
46,166,30.25,5.455594781168514
46,166,30.25,10.0
46,166,40.0,0.0001
46,166,40.0,0.00018329807108324357
46,166,40.0,0.0003359818286283781
46,166,40.0,0.0006158482110660267
46,166,40.0,0.0011288378916846883
46,166,40.0,0.00206913808111479
46,166,40.0,0.00379269019073225
46,166,40.0,0.0069519279617756054
46,166,40.0,0.012742749857031334
46,166,40.0,0.023357214690901212
46,166,40.0,0.04281332398719392
46,166,40.0,0.07847599703514607
46,166,40.0,0.14384498882876628
46,166,40.0,0.26366508987303583
46,166,40.0,0.4832930238571752
46,166,40.0,0.8858667904100823
46,166,40.0,1.623776739188721
46,166,40.0,2.9763514416313193
46,166,40.0,5.455594781168514
46,166,40.0,10.0
46,278,1.0,0.0001
46,278,1.0,0.00018329807108324357
46,278,1.0,0.0003359818286283781
46,278,1.0,0.0006158482110660267
46,278,1.0,0.0011288378916846883
46,278,1.0,0.00206913808111479
46,278,1.0,0.00379269019073225
46,278,1.0,0.0069519279617756054
46,278,1.0,0.012742749857031334
46,278,1.0,0.023357214690901212
46,278,1.0,0.04281332398719392
46,278,1.0,0.07847599703514607
46,278,1.0,0.14384498882876628
46,278,1.0,0.26366508987303583
46,278,1.0,0.4832930238571752
46,278,1.0,0.8858667904100823
46,278,1.0,1.623776739188721
46,278,1.0,2.9763514416313193
46,278,1.0,5.455594781168514
46,278,1.0,10.0
46,278,10.75,0.0001
46,278,10.75,0.00018329807108324357
46,278,10.75,0.0003359818286283781
46,278,10.75,0.0006158482110660267
46,278,10.75,0.0011288378916846883
46,278,10.75,0.00206913808111479
46,278,10.75,0.00379269019073225
46,278,10.75,0.0069519279617756054
46,278,10.75,0.012742749857031334
46,278,10.75,0.023357214690901212
46,278,10.75,0.04281332398719392
46,278,10.75,0.07847599703514607
46,278,10.75,0.14384498882876628
46,278,10.75,0.26366508987303583
46,278,10.75,0.4832930238571752
46,278,10.75,0.8858667904100823
46,278,10.75,1.623776739188721
46,278,10.75,2.9763514416313193
46,278,10.75,5.455594781168514
46,278,10.75,10.0
46,278,20.5,0.0001
46,278,20.5,0.00018329807108324357
46,278,20.5,0.0003359818286283781
46,278,20.5,0.0006158482110660267
46,278,20.5,0.0011288378916846883
46,278,20.5,0.00206913808111479
46,278,20.5,0.00379269019073225
46,278,20.5,0.0069519279617756054
46,278,20.5,0.012742749857031334
46,278,20.5,0.023357214690901212
46,278,20.5,0.04281332398719392
46,278,20.5,0.07847599703514607
46,278,20.5,0.14384498882876628
46,278,20.5,0.26366508987303583
46,278,20.5,0.4832930238571752
46,278,20.5,0.8858667904100823
46,278,20.5,1.623776739188721
46,278,20.5,2.9763514416313193
46,278,20.5,5.455594781168514
46,278,20.5,10.0
46,278,30.25,0.0001
46,278,30.25,0.00018329807108324357
46,278,30.25,0.0003359818286283781
46,278,30.25,0.0006158482110660267
46,278,30.25,0.0011288378916846883
46,278,30.25,0.00206913808111479
46,278,30.25,0.00379269019073225
46,278,30.25,0.0069519279617756054
46,278,30.25,0.012742749857031334
46,278,30.25,0.023357214690901212
46,278,30.25,0.04281332398719392
46,278,30.25,0.07847599703514607
46,278,30.25,0.14384498882876628
46,278,30.25,0.26366508987303583
46,278,30.25,0.4832930238571752
46,278,30.25,0.8858667904100823
46,278,30.25,1.623776739188721
46,278,30.25,2.9763514416313193
46,278,30.25,5.455594781168514
46,278,30.25,10.0
46,278,40.0,0.0001
46,278,40.0,0.00018329807108324357
46,278,40.0,0.0003359818286283781
46,278,40.0,0.0006158482110660267
46,278,40.0,0.0011288378916846883
46,278,40.0,0.00206913808111479
46,278,40.0,0.00379269019073225
46,278,40.0,0.0069519279617756054
46,278,40.0,0.012742749857031334
46,278,40.0,0.023357214690901212
46,278,40.0,0.04281332398719392
46,278,40.0,0.07847599703514607
46,278,40.0,0.14384498882876628
46,278,40.0,0.26366508987303583
46,278,40.0,0.4832930238571752
46,278,40.0,0.8858667904100823
46,278,40.0,1.623776739188721
46,278,40.0,2.9763514416313193
46,278,40.0,5.455594781168514
46,278,40.0,10.0
46,464,1.0,0.0001
46,464,1.0,0.00018329807108324357
46,464,1.0,0.0003359818286283781
46,464,1.0,0.0006158482110660267
46,464,1.0,0.0011288378916846883
46,464,1.0,0.00206913808111479
46,464,1.0,0.00379269019073225
46,464,1.0,0.0069519279617756054
46,464,1.0,0.012742749857031334
46,464,1.0,0.023357214690901212
46,464,1.0,0.04281332398719392
46,464,1.0,0.07847599703514607
46,464,1.0,0.14384498882876628
46,464,1.0,0.26366508987303583
46,464,1.0,0.4832930238571752
46,464,1.0,0.8858667904100823
46,464,1.0,1.623776739188721
46,464,1.0,2.9763514416313193
46,464,1.0,5.455594781168514
46,464,1.0,10.0
46,464,10.75,0.0001
46,464,10.75,0.00018329807108324357
46,464,10.75,0.0003359818286283781
46,464,10.75,0.0006158482110660267
46,464,10.75,0.0011288378916846883
46,464,10.75,0.00206913808111479
46,464,10.75,0.00379269019073225
46,464,10.75,0.0069519279617756054
46,464,10.75,0.012742749857031334
46,464,10.75,0.023357214690901212
46,464,10.75,0.04281332398719392
46,464,10.75,0.07847599703514607
46,464,10.75,0.14384498882876628
46,464,10.75,0.26366508987303583
46,464,10.75,0.4832930238571752
46,464,10.75,0.8858667904100823
46,464,10.75,1.623776739188721
46,464,10.75,2.9763514416313193
46,464,10.75,5.455594781168514
46,464,10.75,10.0
46,464,20.5,0.0001
46,464,20.5,0.00018329807108324357
46,464,20.5,0.0003359818286283781
46,464,20.5,0.0006158482110660267
46,464,20.5,0.0011288378916846883
46,464,20.5,0.00206913808111479
46,464,20.5,0.00379269019073225
46,464,20.5,0.0069519279617756054
46,464,20.5,0.012742749857031334
46,464,20.5,0.023357214690901212
46,464,20.5,0.04281332398719392
46,464,20.5,0.07847599703514607
46,464,20.5,0.14384498882876628
46,464,20.5,0.26366508987303583
46,464,20.5,0.4832930238571752
46,464,20.5,0.8858667904100823
46,464,20.5,1.623776739188721
46,464,20.5,2.9763514416313193
46,464,20.5,5.455594781168514
46,464,20.5,10.0
46,464,30.25,0.0001
46,464,30.25,0.00018329807108324357
46,464,30.25,0.0003359818286283781
46,464,30.25,0.0006158482110660267
46,464,30.25,0.0011288378916846883
46,464,30.25,0.00206913808111479
46,464,30.25,0.00379269019073225
46,464,30.25,0.0069519279617756054
46,464,30.25,0.012742749857031334
46,464,30.25,0.023357214690901212
46,464,30.25,0.04281332398719392
46,464,30.25,0.07847599703514607
46,464,30.25,0.14384498882876628
46,464,30.25,0.26366508987303583
46,464,30.25,0.4832930238571752
46,464,30.25,0.8858667904100823
46,464,30.25,1.623776739188721
46,464,30.25,2.9763514416313193
46,464,30.25,5.455594781168514
46,464,30.25,10.0
46,464,40.0,0.0001
46,464,40.0,0.00018329807108324357
46,464,40.0,0.0003359818286283781
46,464,40.0,0.0006158482110660267
46,464,40.0,0.0011288378916846883
46,464,40.0,0.00206913808111479
46,464,40.0,0.00379269019073225
46,464,40.0,0.0069519279617756054
46,464,40.0,0.012742749857031334
46,464,40.0,0.023357214690901212
46,464,40.0,0.04281332398719392
46,464,40.0,0.07847599703514607
46,464,40.0,0.14384498882876628
46,464,40.0,0.26366508987303583
46,464,40.0,0.4832930238571752
46,464,40.0,0.8858667904100823
46,464,40.0,1.623776739188721
46,464,40.0,2.9763514416313193
46,464,40.0,5.455594781168514
46,464,40.0,10.0
46,774,1.0,0.0001
46,774,1.0,0.00018329807108324357
46,774,1.0,0.0003359818286283781
46,774,1.0,0.0006158482110660267
46,774,1.0,0.0011288378916846883
46,774,1.0,0.00206913808111479
46,774,1.0,0.00379269019073225
46,774,1.0,0.0069519279617756054
46,774,1.0,0.012742749857031334
46,774,1.0,0.023357214690901212
46,774,1.0,0.04281332398719392
46,774,1.0,0.07847599703514607
46,774,1.0,0.14384498882876628
46,774,1.0,0.26366508987303583
46,774,1.0,0.4832930238571752
46,774,1.0,0.8858667904100823
46,774,1.0,1.623776739188721
46,774,1.0,2.9763514416313193
46,774,1.0,5.455594781168514
46,774,1.0,10.0
46,774,10.75,0.0001
46,774,10.75,0.00018329807108324357
46,774,10.75,0.0003359818286283781
46,774,10.75,0.0006158482110660267
46,774,10.75,0.0011288378916846883
46,774,10.75,0.00206913808111479
46,774,10.75,0.00379269019073225
46,774,10.75,0.0069519279617756054
46,774,10.75,0.012742749857031334
46,774,10.75,0.023357214690901212
46,774,10.75,0.04281332398719392
46,774,10.75,0.07847599703514607
46,774,10.75,0.14384498882876628
46,774,10.75,0.26366508987303583
46,774,10.75,0.4832930238571752
46,774,10.75,0.8858667904100823
46,774,10.75,1.623776739188721
46,774,10.75,2.9763514416313193
46,774,10.75,5.455594781168514
46,774,10.75,10.0
46,774,20.5,0.0001
46,774,20.5,0.00018329807108324357
46,774,20.5,0.0003359818286283781
46,774,20.5,0.0006158482110660267
46,774,20.5,0.0011288378916846883
46,774,20.5,0.00206913808111479
46,774,20.5,0.00379269019073225
46,774,20.5,0.0069519279617756054
46,774,20.5,0.012742749857031334
46,774,20.5,0.023357214690901212
46,774,20.5,0.04281332398719392
46,774,20.5,0.07847599703514607
46,774,20.5,0.14384498882876628
46,774,20.5,0.26366508987303583
46,774,20.5,0.4832930238571752
46,774,20.5,0.8858667904100823
46,774,20.5,1.623776739188721
46,774,20.5,2.9763514416313193
46,774,20.5,5.455594781168514
46,774,20.5,10.0
46,774,30.25,0.0001
46,774,30.25,0.00018329807108324357
46,774,30.25,0.0003359818286283781
46,774,30.25,0.0006158482110660267
46,774,30.25,0.0011288378916846883
46,774,30.25,0.00206913808111479
46,774,30.25,0.00379269019073225
46,774,30.25,0.0069519279617756054
46,774,30.25,0.012742749857031334
46,774,30.25,0.023357214690901212
46,774,30.25,0.04281332398719392
46,774,30.25,0.07847599703514607
46,774,30.25,0.14384498882876628
46,774,30.25,0.26366508987303583
46,774,30.25,0.4832930238571752
46,774,30.25,0.8858667904100823
46,774,30.25,1.623776739188721
46,774,30.25,2.9763514416313193
46,774,30.25,5.455594781168514
46,774,30.25,10.0
46,774,40.0,0.0001
46,774,40.0,0.00018329807108324357
46,774,40.0,0.0003359818286283781
46,774,40.0,0.0006158482110660267
46,774,40.0,0.0011288378916846883
46,774,40.0,0.00206913808111479
46,774,40.0,0.00379269019073225
46,774,40.0,0.0069519279617756054
46,774,40.0,0.012742749857031334
46,774,40.0,0.023357214690901212
46,774,40.0,0.04281332398719392
46,774,40.0,0.07847599703514607
46,774,40.0,0.14384498882876628
46,774,40.0,0.26366508987303583
46,774,40.0,0.4832930238571752
46,774,40.0,0.8858667904100823
46,774,40.0,1.623776739188721
46,774,40.0,2.9763514416313193
46,774,40.0,5.455594781168514
46,774,40.0,10.0
46,1291,1.0,0.0001
46,1291,1.0,0.00018329807108324357
46,1291,1.0,0.0003359818286283781
46,1291,1.0,0.0006158482110660267
46,1291,1.0,0.0011288378916846883
46,1291,1.0,0.00206913808111479
46,1291,1.0,0.00379269019073225
46,1291,1.0,0.0069519279617756054
46,1291,1.0,0.012742749857031334
46,1291,1.0,0.023357214690901212
46,1291,1.0,0.04281332398719392
46,1291,1.0,0.07847599703514607
46,1291,1.0,0.14384498882876628
46,1291,1.0,0.26366508987303583
46,1291,1.0,0.4832930238571752
46,1291,1.0,0.8858667904100823
46,1291,1.0,1.623776739188721
46,1291,1.0,2.9763514416313193
46,1291,1.0,5.455594781168514
46,1291,1.0,10.0
46,1291,10.75,0.0001
46,1291,10.75,0.00018329807108324357
46,1291,10.75,0.0003359818286283781
46,1291,10.75,0.0006158482110660267
46,1291,10.75,0.0011288378916846883
46,1291,10.75,0.00206913808111479
46,1291,10.75,0.00379269019073225
46,1291,10.75,0.0069519279617756054
46,1291,10.75,0.012742749857031334
46,1291,10.75,0.023357214690901212
46,1291,10.75,0.04281332398719392
46,1291,10.75,0.07847599703514607
46,1291,10.75,0.14384498882876628
46,1291,10.75,0.26366508987303583
46,1291,10.75,0.4832930238571752
46,1291,10.75,0.8858667904100823
46,1291,10.75,1.623776739188721
46,1291,10.75,2.9763514416313193
46,1291,10.75,5.455594781168514
46,1291,10.75,10.0
46,1291,20.5,0.0001
46,1291,20.5,0.00018329807108324357
46,1291,20.5,0.0003359818286283781
46,1291,20.5,0.0006158482110660267
46,1291,20.5,0.0011288378916846883
46,1291,20.5,0.00206913808111479
46,1291,20.5,0.00379269019073225
46,1291,20.5,0.0069519279617756054
46,1291,20.5,0.012742749857031334
46,1291,20.5,0.023357214690901212
46,1291,20.5,0.04281332398719392
46,1291,20.5,0.07847599703514607
46,1291,20.5,0.14384498882876628
46,1291,20.5,0.26366508987303583
46,1291,20.5,0.4832930238571752
46,1291,20.5,0.8858667904100823
46,1291,20.5,1.623776739188721
46,1291,20.5,2.9763514416313193
46,1291,20.5,5.455594781168514
46,1291,20.5,10.0
46,1291,30.25,0.0001
46,1291,30.25,0.00018329807108324357
46,1291,30.25,0.0003359818286283781
